Tmin, 10, 
CP,TSUPPLY,TTARGET
1.1581370190000002,48.56,244
2.122999542,76.33,244
1.5766803360000003,79.55,244
5.144903049000001,276.7,100
1.995751714,100.0,25
2.7377662400000005,100.0,60
0.06925269120000002,202.2,60
1.0965165120000002,225.7,60
